Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach(GK),Command Of Area(GK),Communication(GK),Eccentricity(GK),Handling(GK),Kicking(GK),One On Ones(GK),Reflexes(GK),Rushing Out(GK),Punching(GK),Throwing(GK),Height,Weight,Left Foot,Right Foot,World reputation,Date of birth,Salary,pics,video,preferred_foot,both,left,right,AMC,AML,AMR,DC,DL,DM,DR,MC,ML,MR,ST,WBL,WBR,cluster
Dilan Markanday,AMR,22,107,140,"England,India",Blackburn Rovers,7,10,15,8,10,10,8,10,3,6,10,12,5,12,11,10,11,11,6,11,9,9,14,14,10,7,10,11,15,15,14,6,12,12,10,10,11,5,9,5,12,1,3,3,1,2,2,2,1,3,1,2,178,64,20,10,2500,2001/8/20,2900.0,,,left,False,True,False,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_1']
Thierry Lutonda,WBL,23,107,135,"Belgium,Democratic Republic of Congo",RKC Waalwijk,10,10,12,7,12,10,7,10,6,8,13,7,7,14,5,11,9,11,10,9,7,13,11,10,12,7,8,11,14,12,7,8,6,14,12,7,10,15,11,13,14,1,2,1,2,2,1,2,3,2,3,1,167,0,20,5,2500,2000/10/27,1437.0,,,left,False,True,False,0,0,0,0,0,0,0,0,0,0,0,True,0,['WBL_1']
Jack Vale,ST,22,107,135,Wales,Blackburn Rovers,7,8,11,13,12,7,10,12,7,7,12,12,7,12,11,10,11,11,10,12,11,12,9,8,13,8,11,14,13,12,12,12,12,12,13,12,10,4,12,7,12,1,1,3,3,1,3,2,2,3,2,1,186,70,9,20,2244,2001/3/3,1160.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Fisayo Dele-Bashiru,MC,22,107,135,"England,Nigeria",Sheffield Wednesday,7,9,13,10,11,7,7,11,6,8,12,4,11,12,11,10,13,10,9,10,10,13,11,8,12,9,11,13,13,12,12,9,12,14,13,15,12,11,9,5,10,1,1,2,2,3,2,2,2,1,2,3,176,0,12,20,2504,2001/2/6,5220.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Thiago1,ST,22,107,136,Brazil,Ludogorets Razgrad,6,7,9,12,12,7,14,11,7,6,11,11,7,12,12,13,14,10,12,7,12,10,11,6,14,5,12,14,13,11,11,14,14,11,13,14,13,10,10,12,10,2,4,2,1,3,1,3,3,2,2,3,188,85,8,20,1756,2001/6/26,7499.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Fabinho3,MC,21,106,135,Brazil,SEP,9,9,13,10,10,9,9,15,5,11,12,8,13,13,14,10,9,15,11,12,15,12,6,11,10,11,12,8,14,12,13,9,16,10,8,11,11,6,14,6,13,1,2,3,2,3,1,3,3,3,2,3,178,75,11,20,2600,2002/4/9,1391.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Santiago Muñoz,ST,21,106,145,"Mexico,United States",CD Santos Laguna,9,8,11,13,12,9,10,13,3,6,13,4,2,13,9,15,10,11,10,11,12,14,11,14,12,9,9,10,12,14,13,11,15,12,14,8,11,6,9,7,12,2,1,3,2,1,1,3,3,3,1,1,177,65,9,20,3008,2002/8/14,3128.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Pedro Milans,WBR,21,106,135,Uruguay,Club Atlético Peñarol,7,12,11,7,12,9,8,9,12,9,11,9,11,13,10,9,10,9,10,10,10,15,11,13,14,11,12,12,15,13,9,7,11,12,9,9,14,9,12,9,15,1,3,3,2,1,1,1,2,2,4,2,172,66,11,20,2830,2002/3/24,684.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,True,['WBR_1']
Jewison Bennette,AML,19,106,135,Costa Rica,Sunderland,5,10,13,8,11,7,3,8,1,5,9,1,4,11,6,10,4,8,8,10,7,4,14,5,13,4,9,11,17,13,9,8,15,17,14,6,11,12,6,11,15,1,2,2,2,3,1,3,2,4,3,2,175,0,20,10,3000,2004/6/15,2000.0,,,left,False,True,False,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_1']
Frederik Winther,DC,22,106,135,Denmark,FC Augsburg,6,6,8,5,12,6,12,5,9,12,12,8,12,11,11,12,13,14,11,13,13,12,5,11,10,14,15,10,8,9,11,13,12,10,11,13,12,8,11,4,9,1,4,2,1,1,1,2,2,3,2,3,186,77,20,10,3254,2001/1/4,2777.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Bright Arrey-Mbi,DC,20,106,135,"Germany,Cameroon,England",FC Bayern München,3,7,11,6,11,4,12,9,6,12,12,7,12,11,15,11,15,12,10,9,9,13,10,6,8,12,12,12,13,10,13,14,13,15,10,16,11,11,9,6,10,1,3,1,1,1,1,2,1,2,1,1,187,83,20,8,3776,2003/3/26,6711.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Xavier Simons,MC,20,106,135,England,Chelsea,8,7,6,7,11,11,8,12,8,9,12,4,14,10,13,10,13,10,11,9,12,12,5,14,8,10,16,15,12,8,13,12,15,13,15,13,12,9,4,10,14,3,2,2,3,2,3,1,2,1,3,3,182,75,12,20,2767,2003/2/20,5800.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Flávio Nazinho,DL,20,106,135,"Portugal,Angola",Sporting Clube de Portugal,6,12,11,7,10,6,9,8,10,10,8,6,12,11,11,11,9,12,12,10,10,13,13,6,11,8,12,11,15,14,9,8,8,15,11,7,12,6,13,5,12,1,2,2,3,2,1,1,1,3,1,1,179,65,20,7,3000,2003/7/20,1456.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Juan Cruz Cerrudo,AMR,19,106,135,Argentina,Club Atlético Rosario Central,9,14,12,14,14,8,9,9,8,7,14,4,7,14,12,7,4,9,7,9,8,15,13,8,10,8,9,10,14,14,6,4,7,14,11,2,19,7,12,5,13,3,3,2,1,1,2,3,2,2,1,3,168,65,9,20,515,2004/1/20,564.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Manu Silva,DM,22,106,145,Portugal,Clube Desportivo Feirense,5,6,11,5,12,5,12,5,3,13,11,5,13,10,15,12,13,13,12,14,12,17,10,6,12,12,13,12,11,13,11,13,13,13,10,11,12,14,10,10,8,3,1,3,1,2,2,3,2,2,3,2,189,75,8,20,2550,2001/6/12,1249.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Valdemar Lund Jensen,DC,20,106,135,"Denmark,Poland",Football Club København,3,4,8,6,11,4,13,5,3,12,13,2,13,12,13,11,16,12,11,12,12,13,6,11,6,11,13,13,10,10,12,16,13,12,13,12,9,6,14,9,4,3,1,3,3,2,2,1,2,2,1,1,191,85,20,8,744,2003/5/28,1008.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Alfie Devine,MC,19,106,165,England,Tottenham Hotspur,10,8,11,10,11,11,9,12,9,8,11,9,9,11,14,16,13,12,8,11,10,14,13,7,9,8,12,14,13,11,13,10,15,13,13,10,9,13,11,10,11,2,1,3,2,1,1,3,2,2,3,1,170,0,12,20,3239,2004/8/1,5800.0,https://img.a.transfermarkt.technology/portrait/header/728734-1610361856.jpg?lm=1,https://www.youtube.com/watch?v=HT6-XM2swtQ,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Roony Bardghji,AMR,18,106,155,"Sweden,Syria",Football Club København,6,10,14,13,14,11,5,13,5,3,12,9,3,15,11,13,13,11,9,13,11,16,15,7,13,6,12,13,13,14,13,5,15,12,7,8,7,5,19,13,14,3,1,1,3,2,1,2,3,2,3,3,168,0,20,13,5248,2005/11/15,5108.0,https://img.a.transfermarkt.technology/portrait/header/792331-1667420074.jpg?lm=1,https://www.youtube.com/watch?v=o6MBjQFzL3E,left,False,True,False,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_1']
Vasco Sousa,AMC,20,106,155,Portugal,FC Porto,8,11,14,11,14,6,4,9,5,8,15,10,7,14,9,12,12,13,11,15,13,3,16,7,12,7,11,11,12,12,13,6,13,12,13,8,10,2,10,7,6,3,1,3,2,1,1,3,3,2,3,1,164,56,6,20,3796,2003/4/3,3249.0,https://img.a.transfermarkt.technology/portrait/header/575716-1559567510.png?lm=1,https://www.youtube.com/watch?v=RogzIqqkqB0,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Onurhan Babuşcu,AMC,20,106,145,"Austria,Turkey",Gaziantep Futbol Kulübü A.Ş.,5,9,13,7,10,7,7,8,10,6,10,5,8,14,6,11,11,11,10,11,9,14,15,5,14,7,12,13,14,13,10,7,11,14,12,11,10,6,6,7,8,1,3,2,2,1,2,2,2,3,2,3,176,70,12,20,3850,2003/9/5,4147.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Eren Dinkci,ST,22,106,135,"Germany,Turkey",SV Werder Bremen,9,11,15,11,14,9,11,13,6,9,10,9,6,15,10,14,4,12,10,10,11,11,13,10,15,8,10,11,15,11,15,14,15,10,6,6,10,11,12,13,13,3,4,1,3,2,1,2,3,2,3,1,186,0,8,20,2249,2001/12/13,4178.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Danny Leyva,"DM,MC",20,106,138,United States,Seattle Sounders FC,8,8,11,10,13,6,10,11,6,11,13,5,11,12,10,11,15,9,9,12,11,14,7,9,11,8,11,14,12,12,10,5,12,14,12,9,13,4,10,5,4,1,1,2,3,3,4,2,2,3,2,1,163,73,8,20,3038,2003/5/5,2509.0,,,right,False,False,True,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_1', 'MC_2']"
Daniel Fila,ST,21,106,138,Czech Republic,Slavia Prague,8,8,10,13,14,6,14,8,3,8,9,6,4,14,11,10,7,12,9,9,14,7,13,7,12,6,8,13,14,12,9,16,14,12,8,10,10,9,6,6,10,1,3,3,1,3,1,1,1,3,1,3,190,89,20,10,4000,2002/8/21,634.0,,,left,False,True,False,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_1']
Anton Eriksson,DC,23,106,135,Sweden,IFK Norrköping FK,7,12,11,6,12,9,10,8,7,12,12,8,10,12,7,13,12,13,12,12,12,14,8,11,10,13,12,11,11,8,12,14,12,12,13,12,13,6,9,9,14,2,4,1,4,2,2,2,1,1,4,2,187,82,8,20,1000,2000/3/5,1024.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Antonio Foti,AMC,20,106,135,"Cyprus,Bulgaria",Eintracht Frankfurt,11,11,12,12,13,11,8,12,3,8,13,13,9,14,12,11,9,12,9,13,9,14,14,10,13,8,12,10,12,11,11,9,14,12,11,9,13,5,12,5,15,1,3,2,2,3,2,3,2,3,3,3,180,74,12,20,3332,2003/11/3,6711.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Noah Sadiki,DM,19,106,135,"Belgium,Democratic Republic of Congo",RSC Anderlecht,9,13,11,10,15,8,10,11,5,12,12,10,12,13,7,11,12,13,10,9,10,14,12,7,11,8,13,10,12,14,10,10,14,12,12,11,10,10,10,7,18,2,3,4,2,3,1,1,3,3,2,4,183,0,7,20,2291,2004/1/13,950.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Kirill Schetinin,MC,21,106,135,Russia,FC Rostov,12,12,13,12,13,10,8,14,8,9,12,8,11,12,9,10,5,12,10,12,11,14,10,10,10,10,12,12,12,13,11,8,10,13,12,6,13,8,9,12,13,3,1,2,1,1,2,1,2,2,2,3,178,67,8,20,2610,2002/1/17,9725.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Léo Borges,DL,22,106,136,Brazil,Pogoń Szczecin,9,13,12,7,12,9,11,9,11,12,11,7,12,12,11,11,13,12,11,10,11,13,12,7,12,10,13,12,13,13,12,9,13,13,13,11,12,8,11,5,1,1,2,4,1,3,2,3,4,1,1,2,180,75,20,5,2274,2001/1/3,2000.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Alan Virginius,AMR,20,106,145,France,LOSC Lille,7,11,13,11,12,7,7,10,6,5,12,8,5,14,10,11,10,11,12,12,12,12,13,6,12,6,11,11,14,13,6,7,13,14,12,6,12,7,12,7,12,1,2,2,2,1,3,1,3,2,1,1,175,65,8,20,2500,2003/1/3,2661.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Edoardo Vergani,ST,22,106,136,Italy,Delfino Pescara,8,8,10,13,12,4,12,8,5,5,7,9,5,12,9,12,13,12,12,8,11,12,9,8,13,8,13,13,12,13,13,12,12,13,13,12,11,9,12,10,8,2,2,2,3,1,2,3,2,1,2,3,186,77,9,20,2850,2001/2/6,3436.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Gustavo Puerta,MC,20,106,135,Colombia,Bogotá Fútbol Club S.A.,9,10,11,10,12,10,10,11,1,12,12,9,11,12,15,12,9,11,11,12,11,10,12,8,12,10,11,12,12,12,12,7,12,12,13,9,12,11,11,6,14,1,4,1,2,3,2,1,1,4,3,2,173,68,8,20,2300,2003/7/23,3561.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Anselmo García McNulty,DC,20,106,135,"Republic of Ireland,Spain",VfL Wolfsburg,3,8,12,8,12,5,12,10,6,12,13,9,12,13,17,10,12,15,10,13,9,16,12,13,8,12,12,15,13,12,14,14,14,13,11,12,14,12,13,5,10,2,1,2,2,2,3,1,2,3,1,1,187,80,20,8,2778,2003/2/19,9588.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Abdoullah Ba,MC,20,106,145,"France,Mauritania",Sunderland,5,8,12,9,13,9,7,13,4,10,11,9,9,13,10,9,12,11,10,13,10,14,12,11,10,11,11,14,12,13,14,7,12,13,13,9,12,7,14,10,8,3,2,3,1,2,1,1,3,1,2,1,180,75,12,20,2750,2003/7/31,4640.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Evan Ferguson,ST,19,106,145,"Republic of Ireland,England",Brighton & Hove Albion,10,7,6,14,10,7,12,11,8,7,11,4,6,9,11,10,13,10,9,11,11,6,7,8,9,6,11,14,15,7,13,12,6,13,14,13,18,7,17,5,10,3,3,2,1,1,1,2,2,1,1,3,183,0,14,20,3000,2004/10/19,6960.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Tyreece John-Jules,ST,22,106,135,"England,Dominica",Arsenal,7,8,11,12,13,8,9,9,3,3,11,11,6,14,8,10,8,12,8,11,11,11,14,8,12,6,12,8,14,13,9,12,13,14,11,7,8,9,8,9,9,1,2,2,2,1,3,1,1,2,1,3,186,0,13,20,2994,2001/2/14,5800.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Bryan Okoh,DC,20,106,135,"Switzerland,United States,Nigeria",Fussballclub RB Salzburg,6,7,8,4,9,5,12,6,6,11,10,6,11,10,6,12,12,12,10,9,10,15,7,7,7,13,12,13,14,12,10,14,14,14,13,12,10,6,7,5,5,3,3,2,2,1,3,1,1,2,3,2,188,91,20,12,3550,2003/5/16,4988.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Henrique Pereira,AML,21,106,145,Portugal,SL Benfica,7,12,14,12,12,7,6,9,5,6,12,9,5,12,11,10,10,12,12,12,12,15,14,8,13,6,11,10,14,13,11,8,14,14,11,8,14,6,10,6,12,2,2,2,1,1,2,1,3,3,1,3,179,69,7,20,3803,2002/2/15,3149.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Darío Osorio,ML,19,106,135,Chile,Universidad de Chile,10,11,13,8,12,11,6,9,8,6,12,8,6,13,8,10,9,8,11,13,12,15,14,7,12,7,10,11,13,14,8,7,13,13,11,8,13,7,11,6,9,1,1,2,3,3,3,1,4,3,2,1,179,0,20,15,4972,2004/1/24,29.0,,,left,False,True,False,0,0,0,0,0,0,0,0,True,0,0,0,0,['ML_0']
Ryan Johansson,MC,22,106,138,"Republic of Ireland,Luxembourg,Sweden",Sevilla,9,9,10,7,11,9,8,9,10,11,12,10,11,13,12,12,9,12,11,12,11,14,9,11,10,11,14,14,12,10,11,9,15,11,12,12,12,10,14,11,16,2,1,3,4,2,1,3,3,2,1,1,180,0,11,20,2799,2001/2/15,2074.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Pedro Ganchas,DC,23,106,140,Portugal,Futebol Clube Paços de Ferreira,9,10,9,8,12,5,13,10,5,13,11,4,12,12,12,11,10,13,12,11,12,14,4,12,8,11,13,11,11,11,12,15,13,12,12,12,13,8,10,9,8,1,2,2,3,2,4,1,3,2,1,2,190,84,20,5,2070,2000/5/31,1849.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Jesús Castillo,DM,22,106,138,Peru,Club Sporting Cristal S.A.,10,13,9,7,13,8,13,9,9,13,14,11,13,13,13,12,12,10,9,12,12,9,8,8,9,13,13,13,12,10,11,13,10,13,12,12,13,8,12,7,12,4,3,1,3,3,2,2,2,1,1,1,185,80,6,20,2266,2001/6/11,1529.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Gabriel Barès,"DM,MC",23,106,138,"Switzerland,France",Montpellier Hérault SC,12,12,12,6,14,11,8,11,6,8,14,12,8,14,6,13,8,13,13,12,13,8,11,8,11,8,14,10,10,13,13,13,13,10,14,6,12,11,11,7,8,1,1,2,2,1,1,1,2,3,3,2,187,70,20,10,3463,2000/8/29,2437.0,,,left,False,True,False,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_2', 'MC_1']"
Claudio Gomes,DM,23,106,135,"France,Guinea-Bissau",Palermo F.C.,5,9,10,7,11,5,9,8,6,10,12,4,12,13,14,12,13,12,12,11,11,11,10,12,10,12,13,14,13,14,12,6,15,13,12,9,12,9,14,8,16,1,2,3,1,1,1,2,2,1,2,3,172,0,10,20,3500,2000/7/23,19999.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Stuart McKinstry,AML,21,106,135,Scotland,Leeds United,6,11,13,9,12,6,6,8,3,4,10,7,5,13,9,11,9,9,7,9,8,12,14,7,12,6,12,11,14,13,12,8,12,14,12,7,9,9,10,5,14,3,2,1,2,2,3,3,2,3,1,3,179,68,15,20,2806,2002/9/18,2900.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Femi Azeez,AMR,22,106,135,"England,Nigeria,Spain",Reading,9,10,10,11,11,10,8,9,9,5,9,7,7,10,7,13,10,8,9,7,8,12,8,14,15,6,12,11,16,11,11,10,17,14,14,9,20,7,10,10,9,2,3,2,4,3,2,3,2,2,3,1,181,0,20,5,2250,2001/6/5,1740.0,,,left,False,True,False,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_1']
Salah Oulad M'Hand,AMC,20,106,135,"Holland,Morocco",Arsenal,11,10,12,9,13,10,8,11,8,5,13,6,7,13,8,11,8,12,8,13,9,12,13,6,12,6,12,12,13,13,10,10,12,13,11,8,17,7,9,10,6,1,1,4,2,2,2,4,3,2,1,3,183,0,12,20,2772,2003/8/20,3480.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Thauan Lara,DL,19,106,135,Brazil,INT,13,12,12,8,12,14,7,12,8,9,12,13,10,12,13,10,11,13,11,12,11,13,9,8,12,9,12,11,13,13,11,7,13,13,13,10,13,8,17,4,14,1,2,3,3,3,4,2,3,3,3,1,176,0,20,8,2249,2004/1/22,1301.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Syb van Ottele,DC,21,106,140,Holland,sc Heerenveen,8,10,10,9,11,10,12,7,9,12,13,7,12,8,12,13,6,9,12,12,12,13,7,2,12,11,10,12,9,10,12,13,14,12,11,12,11,15,7,5,17,2,1,2,3,3,3,1,1,3,2,1,185,0,20,10,2499,2002/2/2,953.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Tomás Lecanda,DC,21,106,138,Argentina,Club Atlético River Plate,11,11,6,9,12,7,14,11,9,13,12,6,15,13,13,11,12,11,10,6,10,16,6,10,11,9,11,12,13,12,12,13,12,14,14,14,13,11,14,9,14,1,2,2,4,3,4,2,1,2,1,1,181,73,11,20,2064,2002/1/29,981.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Lautaro Ovando,ST,20,106,135,Argentina,Asociación Atlética Argentinos Juniors,6,4,13,13,12,6,13,13,8,5,11,12,6,13,12,12,9,9,5,10,14,10,10,4,14,9,8,6,13,12,12,12,11,13,13,13,13,12,10,8,10,2,3,3,3,3,1,2,1,4,3,3,172,0,9,20,2157,2003/2/10,960.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Bénie Traoré,AMR,21,106,135,Ivory Coast,BK Häcken,9,10,13,10,13,8,7,11,6,5,11,11,8,13,9,9,11,11,10,11,11,13,13,7,12,8,8,10,14,14,12,8,12,13,12,10,11,4,10,12,11,1,1,1,1,3,2,2,3,1,2,3,172,64,8,20,2501,2002/11/30,1583.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Youri Regeer,DM,20,106,135,Holland,AFC Ajax,10,9,6,13,12,13,11,11,5,10,13,11,12,12,12,9,11,12,11,12,12,15,7,13,11,10,14,12,10,10,12,11,14,10,12,10,11,8,13,7,17,1,3,2,2,2,1,1,3,2,2,1,177,0,10,20,3403,2003/8/18,7600.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Marko Lazetić,ST,19,106,145,Serbia,AC Milan,8,8,12,11,13,8,12,10,5,7,9,11,7,13,11,11,10,11,9,8,10,9,13,7,13,12,7,12,11,11,11,14,12,13,12,13,12,9,9,9,8,1,1,2,1,2,3,1,3,3,1,3,192,80,11,20,3250,2004/1/22,6153.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Check Oumar Diakité,MC,21,106,135,France,Paris FC,7,10,12,8,12,5,7,6,7,12,14,8,13,12,10,12,12,11,9,13,16,15,12,6,13,11,13,15,13,14,14,7,12,13,13,7,11,14,16,6,11,3,1,1,3,3,2,3,2,1,3,3,173,63,6,20,2022,2002/12/5,2014.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Luis Sequeira,AMR,20,106,135,Argentina,Club Atlético San Lorenzo de Almagro,8,11,14,10,14,8,8,8,8,8,14,7,9,14,15,12,9,11,7,13,14,15,15,1,14,7,9,10,14,14,9,6,15,14,6,7,17,5,3,8,16,2,3,2,1,3,2,1,3,2,2,1,172,0,11,20,2000,2003/1/8,1994.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Juan Berrocal,DC,24,106,144,Spain,Eibar,7,7,7,8,10,11,11,9,8,12,11,7,12,10,10,11,12,9,11,9,10,12,7,7,7,12,15,12,11,11,8,14,13,12,15,15,9,12,12,10,9,1,4,3,3,3,2,1,2,3,3,3,187,80,12,20,3300,1999/2/5,2022.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Frederik Alves Ibsen,DC,24,106,138,"Denmark,Brazil",Brøndbyernes Idrætsforening,6,8,9,6,9,6,12,6,11,12,11,9,12,10,12,12,12,9,11,11,11,18,7,10,7,11,12,11,12,10,12,15,12,13,12,12,8,12,11,5,10,1,2,1,2,1,2,2,3,1,3,3,195,84,12,20,2995,1999/11/8,10082.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Niall Ennis,ST,24,106,135,"England,Jamaica",Plymouth Argyle,2,9,12,13,11,5,10,10,3,5,10,10,6,12,10,10,10,10,8,8,7,14,13,4,13,4,10,12,14,13,13,10,12,15,14,14,10,9,13,11,11,3,4,1,3,1,2,2,1,2,1,3,180,0,11,20,2750,1999/5/20,3480.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Tom Bayliss,MC,24,106,135,England,Shrewsbury Town,9,12,14,12,13,9,10,11,7,10,13,10,10,13,10,11,9,13,11,13,12,16,12,8,12,9,12,11,11,12,13,13,12,11,13,9,8,10,10,7,11,4,2,3,4,2,3,1,2,2,3,4,188,73,8,20,2748,1999/4/6,3712.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Víctor Olmo,DL,22,106,135,Spain,Málaga,10,12,12,7,11,9,11,8,9,11,12,9,11,11,13,12,10,11,12,11,12,15,10,14,11,12,11,12,14,13,16,6,13,14,13,5,13,11,13,11,17,4,2,1,3,1,3,2,2,2,3,2,170,67,20,10,3300,2001/6/17,2074.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Mohamed Taabouni,AMC,21,106,135,"Holland,Morocco",Feyenoord Rotterdam,11,11,14,11,13,12,4,11,3,5,13,12,5,14,10,12,11,12,8,14,10,14,15,5,11,6,8,9,13,15,12,6,12,12,11,6,9,7,13,4,11,1,2,3,1,1,3,3,2,1,4,3,178,67,10,20,3344,2002/3/29,1178.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Wu Xi,AMC,34,106,113,China PR,Shanghai Shenhua,10,11,10,12,11,9,9,12,10,8,11,12,9,11,8,13,9,15,13,12,13,15,12,11,12,10,12,13,12,11,10,10,14,11,11,9,17,8,12,5,16,1,4,2,1,2,3,2,2,2,2,3,180,75,10,20,2478,1989/2/19,13951.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Jorge Rodríguez1,DL,22,105,138,Mexico,Deportivo Toluca,9,12,13,6,11,5,11,6,10,12,12,4,14,11,14,11,13,11,10,9,9,13,7,8,11,12,12,13,13,12,11,9,11,13,12,9,12,13,11,12,12,3,1,3,2,2,3,3,1,1,3,3,178,67,20,10,1795,2001/9/3,150.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Andri Fannar Baldursson,MC,21,105,135,Iceland,Bologna FC 1909,9,10,11,9,12,10,4,10,6,7,13,10,8,13,12,11,11,12,12,13,10,15,11,8,12,9,10,12,13,13,12,10,13,13,12,10,10,7,12,5,13,1,1,3,2,4,3,4,1,2,3,4,187,73,10,20,3250,2002/1/10,4384.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
