Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach(GK),Command Of Area(GK),Communication(GK),Eccentricity(GK),Handling(GK),Kicking(GK),One On Ones(GK),Reflexes(GK),Rushing Out(GK),Punching(GK),Throwing(GK),Height,Weight,Left Foot,Right Foot,World reputation,Date of birth,Salary,pics,video,preferred_foot,both,left,right,GK,cluster
Ellery Balcombe,GK,24,103,141,England,Brentford,2,3,3,1,8,2,6,2,3,3,11,3,3,8,8,11,14,13,12,8,9,13,3,6,3,13,12,13,10,12,11,16,12,10,11,12,8,3,11,3,1,12,11,9,11,12,12,12,13,13,13,12,191,0,7,20,2488,1999/10/15,9279.0,,,right,False,False,True,True,['GK_0']
Nahuel Noll,GK,20,103,135,"Spain,Germany",TSG Hoffenheim,3,2,3,2,2,8,1,3,2,1,7,2,1,3,8,12,15,8,14,8,14,9,3,11,3,8,9,7,13,10,9,13,11,12,2,6,11,10,15,7,11,14,9,9,6,14,12,12,14,8,14,10,188,0,8,20,2571,2003/3/17,2501.0,,,right,False,False,True,True,['GK_0']
Sonny Laiton,GK,23,102,135,"France,Réunion",AJ Auxerre,6,1,2,3,5,8,1,2,3,3,9,5,2,5,8,11,12,11,12,10,11,13,2,11,2,11,11,10,10,12,11,15,13,8,6,15,11,9,10,5,14,14,14,11,5,11,10,13,12,5,8,12,191,92,6,20,2508,2000/1/28,885.0,,,right,False,False,True,True,['GK_0']
Jaimy Kroesen,GK,20,102,135,Holland,Feyenoord Rotterdam,5,1,2,3,6,6,1,3,1,1,9,1,1,1,11,8,12,6,10,7,13,13,3,7,2,11,12,13,11,14,8,6,11,9,6,6,18,8,12,7,10,9,13,10,11,13,10,12,12,7,15,7,184,0,11,20,1260,2003/3/27,377.0,,,right,False,False,True,True,['GK_0']
Francisco Meixedo,GK,22,102,138,Portugal,FC Porto,3,2,1,2,8,8,2,1,2,2,16,4,3,4,5,9,12,11,12,5,12,14,2,11,1,10,11,11,10,11,8,12,12,10,11,8,11,6,12,6,13,12,11,13,10,13,10,12,14,12,8,7,188,67,7,20,3600,2001/5/19,2500.0,,,right,False,False,True,True,['GK_0']
Martin Turk,GK,20,102,136,Slovenia,Parma Calcio 1913,2,2,2,2,9,4,2,2,3,2,13,3,3,9,11,11,11,8,13,10,13,12,3,11,1,12,11,10,9,12,11,17,14,10,5,14,20,8,3,13,11,10,11,8,11,12,9,11,12,11,11,7,190,72,20,9,1000,2003/8/21,3039.0,,,left,False,True,False,True,['GK_1']
Lennart Moser,GK,24,102,136,Germany,KAS Eupen,2,1,1,3,10,6,10,3,1,1,10,3,2,11,14,9,13,10,10,9,10,13,1,11,2,10,13,12,11,9,11,18,14,11,14,9,10,6,9,10,14,14,11,11,6,12,11,12,13,9,12,12,196,88,20,8,3250,1999/12/6,4499.0,,,left,False,True,False,True,['GK_1']
Wang Dalei,GK,34,102,118,China PR,Shandong Taishan,2,1,4,6,7,5,6,3,3,4,9,1,10,5,12,11,14,8,10,7,9,17,15,15,10,11,11,11,10,11,9,13,13,9,9,9,15,16,16,7,12,11,11,13,13,11,12,12,13,12,16,11,185,85,5,20,2492,1989/1/10,13951.0,,,right,False,False,True,True,['GK_0']
Franz Stolz,GK,22,101,137,Austria,Sportklub Niederösterreich St. Pölten,4,2,2,1,6,5,9,3,1,2,11,4,2,1,9,10,13,8,8,7,14,8,3,11,1,8,8,7,11,15,8,14,15,11,2,11,20,5,10,8,14,9,7,9,5,13,14,11,14,8,12,6,193,83,6,20,2210,2001/2/14,1149.0,,,right,False,False,True,True,['GK_0']
Mohammed Galadima,GK,23,101,137,Nigeria,Wikki Tourists F.C. of Bauchi,3,2,1,1,1,4,1,1,2,3,10,2,2,5,10,8,15,7,13,7,13,11,2,9,1,11,8,7,10,15,8,5,13,12,6,6,12,8,18,13,11,9,13,11,5,11,7,8,13,7,12,6,183,0,5,20,3300,2000/11/17,234.0,,,right,False,False,True,True,['GK_0']
Ben Voll,GK,23,101,137,Germany,FC Viktoria Köln,1,2,1,3,3,6,1,3,2,1,12,3,2,1,5,10,15,8,10,7,13,17,1,1,3,11,8,6,12,16,9,15,12,10,1,8,10,5,10,9,13,13,7,13,5,14,11,13,14,5,10,8,195,0,12,20,3350,2000/12/9,849.0,,,right,False,False,True,True,['GK_0']
Julián Kadijevic,GK,19,101,135,Argentina,Club Comunicaciones,4,2,2,2,4,8,1,1,2,2,10,2,2,8,11,12,15,6,9,8,14,10,3,2,3,12,9,8,12,13,9,10,15,11,4,6,12,6,16,11,12,12,10,11,5,14,14,11,13,12,8,10,186,73,10,20,1250,2004/1/27,1180.0,,,right,False,False,True,True,['GK_0']
Matteo Cardinali,GK,22,100,139,Italy,Latina Calcio 1932,2,2,1,1,9,4,9,2,1,2,9,2,1,8,9,11,11,12,11,10,12,4,3,11,8,10,11,10,10,12,12,15,8,10,13,13,11,12,9,8,15,11,11,12,3,11,10,13,12,9,12,9,190,85,6,20,2500,2001/6/28,1653.0,,,right,False,False,True,True,['GK_0']
Dennis Seimen,GK,18,100,155,Germany,VfB Stuttgart,2,3,2,1,11,4,5,1,3,1,11,11,2,11,15,9,10,11,9,11,10,18,8,13,2,12,11,11,9,12,12,16,15,9,10,11,16,6,15,5,12,15,12,13,12,12,10,12,12,16,7,11,191,82,20,6,2811,2005/12/1,64.0,https://img.a.transfermarkt.technology/portrait/header/800946-1651564425.jpg?lm=1,https://www.youtube.com/watch?v=jLhARzYQ8y0,left,False,True,False,True,['GK_1']
Yannick Pandor,GK,22,100,135,"Comoros,France,Madagascar",RC Lens,3,1,1,3,12,6,2,2,2,2,11,2,3,10,8,11,12,11,11,11,12,14,1,10,3,11,11,10,12,12,11,14,14,11,7,7,16,9,17,9,11,12,10,11,8,10,11,12,13,10,8,9,192,79,6,20,1272,2001/5/1,1096.0,,,right,False,False,True,True,['GK_0']
Alejandro Iturbe,GK,20,100,155,Spain,A. Madrid,5,2,1,2,2,7,1,1,2,3,12,2,2,3,5,10,15,4,6,7,13,15,3,4,1,9,8,7,11,13,4,12,10,10,2,8,12,7,10,6,9,12,13,10,7,13,11,13,13,14,15,8,186,75,9,20,2250,2003/9/2,856.0,https://img.a.transfermarkt.technology/portrait/header/618801-1606319086.jpg?lm=1,https://www.youtube.com/watch?v=5NsMXiCyWtg,right,False,False,True,True,['GK_0']
Assaf Tzur,GK,25,100,135,Israel,Hapoel Ironi Kiryat-Shmona,9,3,2,2,11,12,3,2,2,3,9,12,3,10,5,10,12,9,9,10,10,17,2,10,1,11,11,10,12,13,11,19,8,11,12,10,11,5,17,8,12,11,10,10,5,11,11,13,14,9,11,11,195,85,8,20,1000,1998/8/28,2036.0,,,right,False,False,True,True,['GK_0']
Ángel Fortuño,GK,22,100,136,Spain,Espanyol,4,1,3,2,7,7,1,2,1,1,12,3,3,3,5,14,12,8,8,9,14,15,1,10,1,14,8,9,11,8,9,6,16,10,4,8,9,12,8,14,12,10,10,9,5,15,14,12,14,6,5,10,183,0,10,20,1500,2001/10/5,1294.0,,,right,False,False,True,True,['GK_0']
Johannes Schenk,GK,20,100,139,Germany,FC Bayern München,3,3,2,2,10,1,1,2,1,1,10,3,2,10,6,9,11,12,10,10,9,12,7,6,1,12,9,8,10,13,12,16,13,10,9,11,11,3,9,4,1,14,12,11,9,12,12,12,13,14,12,11,185,72,6,20,3512,2003/1/13,2877.0,,,right,False,False,True,True,['GK_0']
Luca Unbehaun,GK,22,100,137,Germany,Borussia Dortmund,1,2,1,1,9,1,7,3,2,3,12,2,1,11,12,11,11,13,10,6,11,15,5,7,2,7,10,11,11,12,10,13,10,9,10,10,13,6,12,7,1,11,14,14,13,9,13,12,11,13,11,13,185,82,11,20,3346,2001/2/27,4794.0,,,right,False,False,True,True,['GK_0']
Jasper Torkildsen,GK,20,99,135,Norway,IK Start,4,1,2,1,4,6,2,1,1,2,7,3,1,5,11,14,11,8,14,14,12,18,2,5,3,15,12,10,4,14,9,15,18,2,5,11,11,14,7,5,9,15,9,8,10,10,8,15,14,16,18,15,196,0,10,20,1711,2003/12/21,747.0,,,right,False,False,True,True,['GK_0']
Daniel Bielica,GK,24,99,135,Poland,Górnik Zabrze,5,1,3,1,10,9,7,1,1,1,9,1,2,10,5,11,12,12,13,4,10,12,4,7,5,12,11,14,11,12,11,14,12,8,9,14,11,3,9,2,13,12,9,10,6,12,8,12,13,9,10,12,191,80,7,20,1250,1999/4/30,253.0,,,right,False,False,True,True,['GK_0']
Emmanuel Gómez Riga,GK,22,99,135,Argentina,Club Atlético Vélez Sarsfield,5,3,2,1,8,6,5,2,1,1,10,2,2,8,12,11,12,11,12,10,10,12,2,12,2,12,10,9,10,12,12,13,12,9,11,12,14,15,7,6,12,11,10,11,8,11,12,12,12,13,8,12,186,77,8,20,1100,2001/9/14,1247.0,,,right,False,False,True,True,['GK_0']
Coniah Boyce-Clarke,GK,20,98,145,"England,Barbados,Jamaica",Reading,3,2,3,2,10,7,3,2,2,3,9,2,1,7,6,8,8,9,10,9,8,16,2,12,2,14,11,10,10,16,12,13,11,11,8,11,14,12,11,10,13,13,9,8,9,11,14,11,14,8,6,11,191,0,8,20,2018,2003/3/1,2088.0,,,right,False,False,True,True,['GK_0']
Juan Diego Castillo,GK,20,97,135,Colombia,Fortaleza Fútbol Club S.A.,4,3,2,3,2,8,1,3,1,1,9,1,1,9,6,7,15,3,10,7,9,10,2,10,3,10,8,7,10,12,11,14,12,12,11,12,20,9,6,9,10,9,10,9,10,13,13,11,10,13,9,13,191,76,8,20,1500,2003/1/13,1155.0,,,right,False,False,True,True,['GK_0']
Héctor Holguín,GK,22,97,135,"Mexico,United States",CD Santos Laguna,3,1,3,1,9,6,1,3,3,2,10,3,1,5,10,13,12,10,14,9,14,18,2,10,1,12,10,9,10,10,12,12,14,11,8,9,12,12,13,11,1,11,12,9,9,12,9,9,11,12,9,11,182,70,7,20,1544,2001/4/24,668.0,,,right,False,False,True,True,['GK_0']
Léo Linck,GK,22,97,135,Brazil,ATP,6,3,1,1,7,9,1,2,1,3,11,3,3,4,5,11,13,8,13,7,13,4,2,7,3,9,8,7,11,6,8,16,7,13,2,8,13,12,9,14,12,13,10,7,11,13,13,11,13,9,7,10,195,88,15,20,1498,2001/3/3,778.0,,,right,False,False,True,True,['GK_0']
Matteo Rizzo,GK,19,97,135,Italy,Pro Vercelli,3,7,4,5,9,7,8,8,7,5,10,5,6,8,10,10,10,10,10,10,10,13,8,10,10,10,10,10,9,11,10,12,12,10,10,10,11,8,14,10,1,13,12,12,12,13,12,12,13,13,13,11,190,0,8,20,1150,2004/10/10,1698.0,,,right,False,False,True,True,['GK_0']
Mees Bakker,GK,22,97,135,Holland,AZ Alkmaar,5,2,2,1,1,6,1,2,2,3,8,3,2,2,5,13,15,8,11,7,13,10,1,9,1,9,8,7,11,15,8,11,17,11,7,8,12,5,16,11,13,7,10,9,5,13,7,11,13,6,5,10,188,0,10,20,2524,2001/3/11,776.0,,,right,False,False,True,True,['GK_0']
Nathaniel Nwosu,GK,17,96,155,Nigeria,Water F.C. (NGA),3,2,3,3,7,5,1,3,3,1,12,2,3,6,9,10,11,7,10,8,14,7,3,11,1,12,9,8,11,8,8,13,11,11,3,10,9,14,13,10,8,14,11,8,15,14,14,14,14,9,5,13,180,0,1,20,2400,2006/1/10,0.0,https://img.a.transfermarkt.technology/portrait/header/1015610-1679680550.jpg?lm=1,https://www.youtube.com/watch?v=L7V_XBN1H8A,right,False,False,True,True,['GK_0']
Plamen Andreev,GK,19,96,135,Bulgaria,Levski Sofia,5,1,3,1,9,7,9,2,1,1,10,3,3,9,8,12,12,10,13,8,9,13,4,12,5,11,15,11,10,12,10,14,13,9,10,11,13,7,14,8,12,13,11,8,6,11,13,10,11,13,8,13,189,70,5,20,1234,2004/12/15,349.0,,,right,False,False,True,True,['GK_0']
André Gomes1,GK,19,95,155,Portugal,SL Benfica,1,3,1,1,10,5,7,1,1,3,11,2,3,10,9,11,10,9,10,10,9,14,9,7,8,10,11,12,12,13,12,12,14,12,13,12,12,5,12,6,8,10,11,11,12,10,12,11,13,14,10,11,186,78,8,20,2000,2004/10/20,1500.0,,,right,False,False,True,True,['GK_0']
Theo Sander,GK,18,95,135,"Denmark,France",Aalborg Boldspilklub,3,1,2,1,5,6,2,2,1,3,11,1,1,10,13,15,11,12,11,10,10,20,3,6,2,10,11,10,9,10,10,16,13,8,8,8,12,9,10,6,11,14,8,10,5,10,12,11,13,13,10,10,192,84,15,20,780,2005/1/8,2036.0,,,right,False,False,True,True,['GK_0']
João Valido,GK,23,95,135,Portugal,Futebol Clube de Arouca,5,2,2,3,7,7,6,1,2,2,13,1,1,7,11,10,10,10,12,7,12,19,2,10,3,10,12,12,10,12,9,12,13,9,10,10,15,5,1,13,14,12,12,12,8,11,12,11,13,8,10,8,185,75,3,20,2000,2000/3/3,719.0,,,right,False,False,True,True,['GK_0']
Federico Brancolini,GK,22,95,136,Italy,Salento,4,3,1,1,1,9,1,2,3,2,10,1,2,5,7,9,8,9,14,8,14,9,3,4,1,12,9,8,12,8,5,11,18,14,6,7,13,11,6,6,13,8,11,9,5,14,10,9,14,12,13,12,192,81,10,20,1500,2001/7/14,1481.0,,,right,False,False,True,True,['GK_0']
Sten Kremers,GK,19,95,135,Holland,AFC Ajax,3,1,3,3,8,8,1,1,3,3,7,3,3,5,11,7,14,7,10,8,13,12,3,2,2,11,9,7,9,13,9,13,12,10,2,7,11,6,14,7,11,13,10,10,5,12,11,12,12,11,12,14,187,0,5,20,2500,2004/2/16,612.0,,,right,False,False,True,True,['GK_0']
Edoardo Corvi,GK,22,95,136,Italy,Parma Calcio 1913,3,1,3,2,6,4,10,3,1,3,8,2,1,7,14,10,10,10,12,9,11,9,2,8,9,11,11,11,11,12,11,12,10,9,10,11,11,12,2,7,13,10,11,11,9,13,11,11,13,9,8,10,183,70,4,20,1000,2001/3/23,1406.0,,,right,False,False,True,True,['GK_0']
Niccolò Chiorra,GK,22,95,136,Italy,Empoli Football Club,1,3,3,1,10,3,8,2,3,1,11,3,3,12,9,10,11,8,10,10,11,11,3,9,8,12,10,10,11,12,11,13,12,12,12,12,10,8,12,6,3,11,11,12,8,11,11,10,11,10,11,10,187,77,5,20,2350,2001/3/16,1481.0,,,right,False,False,True,True,['GK_0']
Yan Junling,GK,32,95,116,China PR,Shanghai Port,5,3,1,1,7,8,6,3,2,3,6,2,2,5,9,10,12,11,11,7,12,10,10,7,5,10,11,11,10,12,14,16,15,9,10,9,12,6,12,10,13,10,12,12,7,9,13,10,13,10,10,14,192,86,8,20,2808,1991/1/28,7813.0,,,right,False,False,True,True,['GK_0']
Zeng Cheng,GK,36,95,119,China PR,Shanghai Shenhua,3,2,3,1,4,6,1,3,3,2,4,4,2,5,8,10,13,12,13,9,11,15,9,9,10,13,10,11,10,10,12,17,12,9,7,10,11,2,17,7,9,13,10,13,4,12,7,13,12,13,13,10,192,80,8,20,2048,1987/1/8,13951.0,,,right,False,False,True,True,['GK_0']
Rome-Jayden Owusu-Oduro,GK,19,94,145,"Holland,Ghana",AZ Alkmaar,5,2,1,3,9,8,3,2,3,3,10,2,2,5,10,12,11,10,14,9,6,13,2,10,3,12,10,9,11,14,12,12,15,11,6,5,10,7,7,11,11,16,8,9,5,13,10,13,13,9,9,14,189,82,5,20,2300,2004/7/2,612.0,,,right,False,False,True,True,['GK_0']
Lucas Lavallée,GK,20,94,135,France,Paris Saint-Germain,4,3,3,3,10,5,1,1,3,1,10,3,3,10,13,10,15,6,8,10,14,18,3,10,2,8,9,8,12,13,9,4,8,13,3,12,10,8,16,5,10,8,8,10,5,14,10,14,12,6,12,8,177,0,10,20,1500,2003/2/18,935.0,,,right,False,False,True,True,['GK_0']
Liu Dianzuo,GK,33,94,105,China PR,Wuhan Three Towns,1,2,1,1,6,4,9,3,3,1,8,2,1,7,10,11,9,10,9,6,11,17,5,5,7,11,13,10,6,14,13,13,9,7,10,12,11,9,4,8,12,11,11,12,7,11,13,13,14,12,7,8,187,79,9,20,2306,1990/6/26,13951.0,,,right,False,False,True,True,['GK_0']
Archie Mair,GK,22,93,135,Scotland,Norwich City,1,3,3,3,8,4,5,1,3,1,8,3,3,8,12,11,12,14,11,8,11,5,3,6,3,10,9,8,5,13,11,12,14,5,8,11,12,9,10,9,14,12,11,12,5,13,13,13,13,6,6,11,188,70,20,7,2268,2001/2/10,928.0,,,left,False,True,False,True,['GK_1']
Alain Zadi,GK,19,92,135,France,AS Monaco,4,1,2,2,5,7,1,1,3,3,13,3,3,4,8,10,13,8,8,7,13,4,3,10,3,11,8,6,11,8,8,15,8,6,1,6,12,7,12,5,10,13,11,9,5,13,13,9,12,13,11,11,196,0,6,20,1000,2004/3/10,703.0,,,right,False,False,True,True,['GK_0']
Fran Vieites,GK,24,92,135,Spain,Real Hispalis,5,2,3,2,5,7,3,1,2,3,11,1,3,3,8,12,12,8,9,7,13,13,3,8,3,10,9,7,11,12,8,14,12,10,8,8,10,5,8,12,12,10,8,12,6,12,12,8,13,14,10,8,196,88,9,20,1600,1999/5/7,595.0,,,right,False,False,True,True,['GK_0']
Álex Padilla,GK,20,91,145,"Spain,Mexico,Pays Basque",A. Bilbao,3,2,2,3,4,6,1,3,3,2,13,2,3,6,12,8,11,8,7,7,12,11,2,7,2,12,8,7,10,8,3,13,15,7,2,9,15,7,5,8,13,13,13,7,5,13,11,13,13,15,12,8,190,0,9,20,2050,2003/9/1,501.0,,,right,False,False,True,True,['GK_0']
Gu Chao,GK,34,91,109,China PR,Zhejiang FC,2,3,2,3,4,5,3,2,2,1,4,4,2,7,5,9,12,11,11,10,11,5,5,9,2,7,9,10,8,12,15,17,14,8,11,15,12,14,7,12,12,15,9,10,6,12,7,9,14,9,7,10,194,86,5,20,1817,1989/8/20,13951.0,,,right,False,False,True,True,['GK_0']
Andreas Dithmer,GK,18,90,135,Denmark,Football Club København,5,3,2,2,5,7,3,2,1,2,8,3,1,6,8,6,15,7,9,6,13,11,3,3,2,9,6,6,12,10,4,19,10,11,4,9,15,5,9,10,14,17,10,10,5,13,11,11,11,6,9,8,198,86,7,20,584,2005/8/1,2265.0,,,right,False,False,True,True,['GK_0']
Ferrán Quetglas,GK,18,90,145,Spain,R. Madrid,4,3,1,1,6,7,1,3,2,2,9,3,2,7,12,9,15,8,6,7,13,16,1,10,1,10,8,6,9,15,8,14,15,8,1,8,20,5,8,12,9,13,12,9,6,13,9,13,13,7,13,12,188,0,10,20,2000,2005/6/5,420.0,,,right,False,False,True,True,['GK_0']
Luca Podlech,GK,18,90,145,Germany,FC Schalke 04,3,2,2,2,7,1,7,3,1,3,7,1,3,7,12,8,11,8,9,7,9,16,5,6,1,12,9,9,8,12,12,18,15,8,8,11,13,6,11,4,2,17,12,11,7,12,9,12,12,8,8,11,198,80,5,20,3253,2005/3/23,1917.0,,,right,False,False,True,True,['GK_0']
Eduardo García,GK,21,90,135,Mexico,CD Guadalajara,3,1,2,2,5,8,1,3,3,1,11,4,2,2,7,11,15,7,8,7,13,9,2,10,3,11,8,5,12,10,7,12,13,11,5,16,14,13,15,11,12,8,10,11,5,12,12,10,12,13,8,11,172,67,5,20,1422,2002/7/11,255.0,,,right,False,False,True,True,['GK_0']
Faaris Yusufu,GK,18,90,145,"Germany,Ghana",FC Schalke 04,2,2,2,2,9,1,6,1,2,1,9,2,3,9,8,9,12,10,9,9,9,16,8,4,1,13,10,12,9,13,12,13,16,9,11,10,16,10,16,4,8,11,11,11,12,12,11,12,13,16,7,9,184,78,5,20,2980,2005/2/11,1341.0,,,right,False,False,True,True,['GK_0']
Charlie Setford,GK,19,90,145,"England,Holland",AFC Ajax,3,1,1,3,10,6,7,3,1,1,13,3,2,10,7,15,9,9,10,8,11,15,11,11,10,10,9,10,9,11,8,11,11,9,10,9,12,6,11,7,1,11,9,9,9,11,14,10,12,10,7,8,183,0,10,20,2753,2004/5/11,505.0,,,right,False,False,True,True,['GK_0']
Mario De Luis,GK,21,89,135,Spain,R. Madrid,3,2,1,3,6,6,1,3,3,3,14,4,2,1,12,11,15,8,6,5,14,6,3,1,2,14,8,7,12,7,8,13,12,11,3,7,10,11,18,9,12,9,10,10,5,14,14,12,14,9,13,14,185,78,10,20,2000,2002/5/6,407.0,,,right,False,False,True,True,['GK_0']
Luka Lijeskić,GK,18,88,135,Serbia,KAA Gent,3,3,1,3,7,6,2,1,1,3,14,2,1,6,14,9,11,6,9,9,9,13,3,10,3,11,10,9,8,11,10,12,13,13,5,10,4,14,11,9,10,13,12,11,11,12,12,8,11,12,6,12,187,77,5,20,1509,2005/2/23,2000.0,,,right,False,False,True,True,['GK_0']
Lukáš Horníček,GK,21,88,135,Czech Republic,Sporting Clube de Braga,3,1,1,2,3,7,1,2,3,3,10,1,2,6,8,9,15,7,11,6,13,7,2,12,2,12,7,6,11,7,7,12,12,6,5,6,12,7,6,14,10,13,13,8,7,9,8,12,13,9,10,7,196,80,7,20,1638,2002/7/13,2350.0,,,right,False,False,True,True,['GK_0']
Marwan Salah,GK,19,88,135,Egypt,Catania,6,2,3,2,5,10,1,2,3,2,7,1,2,7,8,13,10,8,11,7,6,18,1,9,2,14,10,7,9,15,8,16,9,9,12,13,11,9,5,5,11,10,9,11,5,11,11,11,13,9,12,13,188,0,20,11,3500,2004/1/1,888.0,,,left,False,True,False,True,['GK_1']
Guillaume Restes,GK,18,88,135,"France,Ivory Coast",Toulouse FC,3,1,2,3,11,5,2,2,3,2,11,3,1,11,6,11,15,8,11,12,10,16,1,8,1,12,7,8,10,11,9,14,14,9,4,8,4,5,13,9,12,15,11,10,5,10,11,11,10,11,11,11,187,82,20,5,1500,2005/3/11,645.0,,,left,False,True,False,True,['GK_1']
Liu-Shao Ziyang,GK,20,88,127,China PR,FC Bayern München,5,3,1,1,2,7,5,1,2,2,11,2,1,5,15,8,11,7,10,6,13,16,3,5,3,10,7,6,10,13,7,15,10,10,6,13,12,5,7,11,9,12,6,7,8,13,13,10,13,14,5,5,191,0,8,20,1750,2003/12/11,1537.0,,,right,False,False,True,True,['GK_0']
Wout Meese,GK,18,87,135,Belgium,RSC Anderlecht,6,3,2,3,14,7,6,1,2,2,15,3,3,9,6,12,10,10,11,12,10,7,1,6,2,10,8,10,10,12,8,11,11,11,7,8,10,11,11,15,13,11,9,9,5,9,11,12,14,10,5,8,188,0,8,20,1774,2005/4/11,58.0,,,right,False,False,True,True,['GK_0']
Laurenz Orgler,GK,19,87,135,Austria,Sportklub Rapid Vienna,3,2,3,1,1,6,4,3,1,2,10,1,1,3,6,5,14,7,8,6,13,5,2,1,3,10,7,6,13,6,7,12,13,12,4,10,9,9,16,14,14,13,12,8,5,13,13,12,11,15,14,8,187,72,20,15,1989,2004/10/13,414.0,,,left,False,True,False,True,['GK_1']
Mycael,GK,19,87,145,Brazil,ATP,4,3,2,2,7,5,1,1,2,1,7,3,1,7,9,11,12,7,9,6,13,5,1,1,1,11,7,6,11,11,7,12,13,10,2,10,10,5,16,14,9,13,8,12,5,10,9,8,11,12,13,10,189,0,20,7,1250,2004/3/12,292.0,,,left,False,True,False,True,['GK_1']
Tommy Setford,GK,17,87,145,"England,Holland",AFC Ajax,3,3,2,3,4,7,1,1,2,1,9,3,2,1,11,9,14,5,12,5,12,13,3,1,2,12,3,5,10,15,7,6,16,7,2,5,15,10,20,5,14,7,12,6,5,12,12,12,12,10,5,6,185,0,10,20,2563,2006/3/13,100.0,,,right,False,False,True,True,['GK_0']
Benjamin Göschl,GK,18,86,145,Austria,Sportklub Rapid Vienna,5,2,1,1,4,6,5,2,2,2,13,3,1,6,8,8,15,7,11,1,13,7,1,5,1,8,7,6,10,10,7,12,7,7,1,11,9,6,7,6,7,6,12,4,5,13,13,11,13,12,9,12,185,69,7,20,2001,2005/11/16,52.0,,,right,False,False,True,True,['GK_0']
Gabriel Souza,GK,19,86,135,Brazil,BAH,7,2,2,2,1,9,1,1,3,1,9,2,3,4,10,8,7,8,10,7,13,13,3,9,1,13,8,6,8,14,8,6,13,6,1,5,11,7,10,11,7,6,12,14,5,14,14,13,14,13,10,14,182,0,11,20,1250,2004/8/3,278.0,,,right,False,False,True,True,['GK_0']
Gonçalo Ribeiro,GK,17,86,145,Portugal,FC Porto,5,1,3,3,9,8,2,2,1,2,10,3,1,8,9,10,8,9,11,9,7,4,2,3,3,10,8,11,14,18,10,13,15,14,6,8,9,6,16,10,10,11,10,9,8,9,13,10,12,7,9,10,187,82,7,20,2253,2006/1/15,104.0,,,right,False,False,True,True,['GK_0']
Mathieu Patouillet,GK,19,86,145,France,Olympique Lyonnais,1,1,3,1,3,3,1,1,3,3,9,3,2,10,5,12,15,7,10,7,14,17,1,1,3,11,8,7,12,6,8,15,10,12,7,7,16,5,4,11,9,11,10,10,6,11,8,12,11,12,8,10,187,0,20,6,1002,2004/2/20,645.0,,,left,False,True,False,True,['GK_1']
Aimar Peñalver,GK,19,85,135,"Spain,Pays Basque",A. Bilbao,4,3,1,1,6,8,1,2,3,3,11,3,3,6,13,5,13,7,12,6,13,5,3,6,1,10,7,6,10,7,7,15,16,11,5,7,13,11,10,9,12,13,13,6,5,13,10,11,13,5,11,8,190,0,9,20,1750,2004/2/20,348.0,,,right,False,False,True,True,['GK_0']
Murray Johnson,GK,19,85,145,Scotland,Hibernian,6,1,2,2,1,10,1,1,2,3,13,1,1,4,7,10,15,7,9,6,12,15,1,8,3,11,7,6,9,13,6,11,10,13,6,6,8,5,7,5,11,12,12,6,9,10,7,13,13,7,14,5,189,0,1,20,1660,2004/11/13,696.0,,,right,False,False,True,True,['GK_0']
Osama Al-Mermesh,GK,20,85,135,Saudi Arabia,Al-Ittihad Club Jeddah,2,2,1,3,5,6,1,2,1,1,12,4,3,2,5,9,13,7,7,6,11,4,3,4,3,6,7,6,13,14,7,16,12,13,2,6,11,7,4,13,9,13,7,12,6,13,10,13,13,11,5,6,197,0,20,1,259,2003/1/1,4339.0,,,left,False,True,False,True,['GK_1']
Vladislav Torop,GK,20,85,135,Russia,CSKA Moscow,4,2,2,2,6,6,2,3,3,1,9,4,3,6,5,15,10,15,14,5,11,12,3,10,1,12,10,7,6,8,9,13,13,7,2,13,13,4,11,4,12,11,13,11,5,13,10,7,12,10,7,14,189,84,20,5,1987,2003/11/7,1402.0,,,left,False,True,False,True,['GK_1']
Vicent Abril,GK,18,85,135,Spain,Valencia,2,1,2,1,4,4,1,1,2,3,11,1,3,2,5,7,15,5,11,6,13,11,3,2,2,9,7,6,12,10,5,10,13,13,3,6,20,6,8,10,12,12,13,8,11,13,8,6,13,7,5,8,193,0,8,20,1750,2005/2/15,383.0,,,right,False,False,True,True,['GK_0']
Matéo Husselin,GK,17,85,135,"Holland,France",Feyenoord Rotterdam,3,2,1,3,4,6,1,3,3,3,8,3,2,4,8,13,15,5,10,6,13,14,1,11,1,10,7,6,8,10,7,14,12,10,4,6,12,9,18,5,8,13,13,6,5,13,13,12,13,13,8,5,187,0,10,20,1268,2006/2/6,100.0,,,right,False,False,True,True,['GK_0']
Ted Curd,GK,17,85,135,England,Chelsea,6,1,2,3,5,8,1,2,3,3,9,1,1,3,5,11,13,7,10,9,12,13,2,9,3,10,10,6,8,10,10,8,10,7,5,7,9,12,8,9,6,10,12,14,2,12,12,10,11,13,5,10,183,0,7,20,2006,2006/2/14,203.0,,,right,False,False,True,True,['GK_0']
